,user_id,sentiment_analysis,posted,item_id,recommend
20042,76561198031480846,0,2014,46540,1
20044,toodybb,2,2014,730,1
20045,76561198035180166,2,2014,263440,1
20048,76561198059186896,2,2012,206210,1
20049,76561198045771425,0,19,221100,0
20055,76561198000791529,2,2013,219150,1
20061,76561198029989793,2,5,319630,1
20063,76561198101089412,1,2013,730,1
20065,hudhu-azngod,2,2014,263300,1
20066,dragonphoenix34,2,2015,570,1
20068,totallegitimacy,2,27,322500,1
20069,airvortex,1,2015,248820,1
20071,TotesVidya,2,22,434260,1
20072,ramphastidae,2,2015,346110,1
20074,supernashwanpower,2,2010,440,0
20075,76561198108233047,2,2014,440,1
20076,FlynnHW,2,2015,205100,1
20082,hallyy123,2,2014,8930,1
20083,Bubblepowa_x,2,2014,9900,0
20084,76561198073425601,2,2014,218620,1
20086,76561198087393066,2,2014,209870,1
20087,KK4,2,2011,440,1
20088,iamahomosexual,2,31,730,1
20089,TrainerJoey,0,10,330840,0
20090,76561198077183278,2,2015,730,1
20092,76561198069456026,2,3,319630,1
20093,76561198043550061,1,2014,278570,0
20096,transplant369,2,2014,265930,1
20099,76561198026369655,2,2014,265610,1
20102,76561197994405541,0,2015,234140,1
20104,76561198082161883,2,2014,730,1
20105,7656119806181852,1,2015,730,1
20108,76561198098826029,1,2015,310370,1
20110,LeTresTres,2,2013,33900,1
20111,76561198043797303,2,2013,4570,1
20117,ITISTHENUTSHACK,1,2013,105600,1
20121,baldwenis,2,2015,241930,1
20123,KEV_LE7,2,2015,730,1
20125,76561198080176279,2,2014,440,1
20126,Oodan432,2,2015,390390,1
20136,76561197992809369,1,2015,377160,1
20137,TripleD3cker,2,2013,440,1
20138,76561198057197505,1,2015,730,1
20140,Donkey555,2,2014,440,1
20141,76561198076039282,2,2015,307880,1
20142,yureeddis,2,2014,107410,1
20146,76561197970528598,1,2015,105600,1
20147,overlordoverlord,0,31,364360,1
20155,TroySama,1,2015,330840,1
20156,stewysdsdsdsadasdgsadf,2,2015,730,1
20160,76561198062379753,2,2015,310380,1
20165,76561198060418890,2,2015,42680,1
20168,TheYap,2,2015,110800,1
20170,76561198083468270,2,2014,570,1
20171,76561198063585456,1,2014,225260,1
20176,FokkoChan,2,3,322330,1
20182,tsumikai,2,2015,326410,1
20183,76561198069824038,2,2014,730,1
20189,Tubbyness,2,2014,113200,1
20190,Tudah,0,6,252950,1
20198,THETUG,2,2014,252490,1
20200,AwesomenessD,0,2014,221100,1
20209,pieman98,0,7,214490,1
20214,Tunnocks,2,2015,219830,1
20216,76561198060743985,2,4,252950,1
20217,Turk101,2,2015,107410,1
20219,TonytheTurkey,2,2014,8190,1
20220,Turn_on_a_Dime,2,2013,232910,1
20224,76561198121482617,2,2014,730,1
20225,Turtzzz,2,7,730,1
20226,turtletoto123456,2,2014,570,1
20228,Turtleboy2001,0,2015,730,1
20230,76561198038838463,1,2015,227940,1
20231,eeeeeeeeeltruT,2,30,433340,1
20237,schwarzz09,1,2014,211820,1
20239,76561198055883765,1,16,435030,1
20240,Darwin420,1,2014,440,1
20241,DrSparkle,2,2015,340150,0
20242,76561198083424293,1,2014,440,1
20243,76561198047937253,2,2014,221100,1
20245,76561198047483430,2,2013,211820,1
20246,194847383,2,2014,570,1
20252,pandasmokingbamboo,1,2015,70,1
20255,TwoFlyers,2,3,230230,1
20256,76561198077459426,2,2014,570,1
20257,76561198006532480,2,5,331200,1
20258,mingles2001,2,19,333930,1
20260,76561198083097927,2,1,304930,1
20261,76561198083091405,2,2015,8980,1
20264,Popcorncake,0,2015,48700,1
20266,76561198054069754,2,2014,570,1
20267,76561198052461539,1,2015,9900,0
20268,Uber__,2,2014,219830,1
20272,timmytimexue,2,2014,236390,1
20274,NBR588,2,2015,359550,1
20276,42654264,2,2013,730,1
20277,Uetzal,2,2014,105600,1
20278,uglybutinteresting,2,2014,264200,1
20279,dedlydwagon,2,2013,105600,1
20280,TheUltimateNetwork,2,8,394690,1
20285,UltimateSgaming,2,2014,301970,1
20286,Ultrablue2258,2,2014,304930,1
20287,megaglitch016,2,2015,1840,1
20289,gustavogamesBR,1,2015,730,1
20290,76561198098640798,2,2,391540,1
20291,76561198068900778,0,26,319510,1
20294,76561198112785413,1,18,252950,1
20295,76561198011923340,2,2015,377160,1
20302,unbuff,2,8,235540,1
20308,studsdean,2,2013,440,1
20309,goboy3133,1,2015,298630,1
20314,huntude,1,2015,255710,1
20319,iceassassin3,1,2014,218620,1
20322,vagatarian2,1,2015,730,1
20328,76561198120479313,1,2014,319510,1
20331,idid911lmao,1,2015,304930,1
20332,UndrSandAble,2,2012,410,1
20333,76561198066050451,2,2014,251990,1
20341,ungstein,1,2014,12120,0
20350,NikkiRox,1,2015,330830,1
20351,ceruleansketchcat,2,2015,313120,1
20357,76561198027755721,2,2013,226960,1
20359,76561198103139418,2,2014,291910,1
20363,unknightly,2,2014,249630,1
20368,76561198094634713,1,2015,730,1
20369,unkowncode94,2,2015,330840,0
20375,Unl33t,2,2014,261640,1
20377,76561198073518018,0,9,730,1
20378,Blahmatron,1,2015,252950,1
20379,Ur3ansplace,1,2012,550,1
20381,76561198097307311,2,2015,219103,1
20382,UncleUrkelJerk,2,2014,241600,1
20383,Urotsuki,2,2014,246700,1
20389,arcanesage,2,2014,212160,1
20390,usaussie,0,2015,319510,1
20393,76561198149939310,2,2015,49520,1
20397,leogtz99,2,2014,250320,1
20399,76561198034898515,2,2014,440,1
20401,utulien82,0,2,227940,1
20404,76561198001743414,2,2015,319630,1
20405,uzzumymw,2,2015,230410,1
20408,GetInTheVoiD,0,2014,282070,1
20409,76561198084363527,1,2014,224260,1
20410,youmothersz4life,1,2014,301520,1
20411,mudcakez,1,2014,222880,1
20412,valdosta,1,2012,440,1
20413,valentino0429,1,28,290930,1
20417,ckwilliam,2,2015,340170,1
20420,falfouchinskaia,0,2015,325610,0
20423,valvoman,1,2013,440,0
20424,Vandaz,2,2014,301520,1
20425,76561197984271449,0,2014,222880,1
20426,mrhuffenpuff,2,2014,730,1
20436,CoffeeCarriesU,1,18,332070,1
20437,Vapas,2,2015,105600,1
20443,Vashaa,2,4,322500,1
20445,alasdair2013,0,2014,244850,1
20450,vclocks,2,2,440,1
20451,bongsweremadebybongocomics,2,2015,4000,1
20455,iamavegan,1,2015,730,1
20456,vegetox,1,2015,304930,1
20458,76561198045624072,2,2015,391540,1
20460,76561198072496287,2,2015,352460,1
20461,76561198066004879,2,17,107410,1
20463,76561198087507270,2,2014,238320,1
20465,vengerfire,2,2015,236110,1
20467,76561198059429616,2,2014,72850,1
20469,visforveni,2,25,440,1
20470,AkivaraRyuzaki,2,2015,250320,1
20475,Vereake,0,2015,346110,0
20476,76561197971285616,2,2014,440,1
20483,verrors,2,2014,216150,0
20488,76561197976177356,2,2011,22380,1
20490,jnizzi,2,17,295110,0
20493,Vertex02,2,2015,250900,1
20494,verticalibre,0,2015,297130,1
20496,fung_bb,1,2014,72850,1
20498,AssassinOfTruth,2,2014,4000,1
20501,76561198052928427,2,2015,232430,1
20502,Vexenite,0,2013,221100,0
20504,76561198050459079,2,6,730,0
20505,76561198001768083,1,2015,313120,1
20506,76561198068101386,2,2015,730,1
20507,VictorSkou,0,2015,730,1
20509,12das,1,2015,304930,1
20511,_Enlightenment_,2,2015,303210,1
20512,Felipoi,2,2015,316430,1
20516,dontdisturbthecoffee,0,2015,287700,1
20517,76561198053057695,0,2014,218620,1
20518,Vicnick,2,2014,220,1
20519,76561197993557726,2,14,6210,1
20520,76561197996932711,2,2014,200260,1
20521,76561198074076427,0,18,311690,1
20526,geroucien,0,2014,8850,1
20534,thombelcar,1,2015,374570,1
20541,jesus-cristo,1,2013,550,1
20543,76561198065746586,1,2014,241540,1
20545,76561198050727619,2,2014,242860,1
20546,76561198094345587,2,2015,24240,1
20548,blackviper8881,2,2014,4000,1
20549,76561198072822539,2,2014,274900,1
20550,76561198097466813,2,2015,393410,1
20551,76561198043642424,2,2013,218620,1
20552,recoilcomaero,2,2014,230410,1
20556,76561198038573915,1,19,346110,1
20557,FoxAndVixen,2,2015,8870,1
20558,76561198084406709,0,29,264710,1
20560,wasthisusernametaken,1,2015,730,1
20567,37755753,2,22,282900,1
20577,gabrielpadovani11,0,2015,354140,1
20583,76561198094718859,1,2014,440,1
20585,couchguy123,2,2015,42680,1
20586,eledga,1,2015,369580,1
20589,voncrumb,2,2015,299360,0
20594,VBDJCHDVGMIF,0,10,239660,1
20596,jewhue,2,2014,265930,1
20597,76561198071337230,2,2015,346110,1
20599,76561198023531038,2,2013,44320,1
20600,pencilspankerjunior,2,2015,730,1
20601,voshi_nova,1,2015,261030,1
20602,76561198042666584,2,2015,271590,1
20611,76561197971327741,2,29,310380,1
20612,76561198054478468,2,2015,219640,1
20613,Vulpinatrose,2,2015,232090,1
20614,vxwolf368,2,20,3900,1
20616,76561198064702734,0,2015,730,1
20617,76561198013490617,0,2015,374570,1
20618,LBWaffles,2,2015,730,1
20623,wagzy,0,2014,265930,1
20632,76561198071158212,0,2014,72850,1
20637,waizell,2,19,457195,1
20638,76561198079315132,2,2013,245130,1
20639,WaliWan,2,2015,222880,1
20640,Walker1183,2,2015,218620,1
20643,76561198079527201,0,2014,218620,1
20644,76561198078205345,2,2015,232090,1
20645,76561198050611118,1,2013,570,1
20646,Foxxy346,2,2015,218230,0
20656,WardPearce,2,18,373360,1
20665,SirMicrowavee,2,2014,237590,0
20669,WarpedTech,1,2015,344760,1
20670,76561198079662648,0,17,304930,1
20672,subsonicsnigger,2,10,391540,1
20679,Steamified,2,8,423840,1
20681,76561198082794606,2,2014,212070,1
20683,Helpsme,1,5,17410,1
20687,76561198060207360,2,2014,270450,1
20693,DankLord9000,2,2014,330710,1
20695,Ryan264,1,2015,286160,1
20701,thewattles,0,2015,313120,1
20702,wavewizard,2,2014,104900,1
20705,Waylander37,2,2013,72850,1
20706,wazfu,2,2015,105600,1
20709,76561198090018608,2,2014,253710,1
20711,ultrabrightgaming,2,2013,4000,1
20718,76561198074900673,0,16,10180,1
20722,webs-is-a-fucking-mess,2,2015,319630,1
20724,45544554455445,1,2014,282800,1
20725,weels1566,0,2014,49520,1
20726,76561198091358304,1,2013,440,1
20727,arv,1,2014,212680,1
20729,76561198060678051,2,2014,202970,1
20730,weirdeiro,1,13,322330,1
20731,76561198060134216,0,2015,211820,1
20732,SherbetSnek,1,2015,310080,1
20736,76561198056843351,2,2014,282070,1
20737,76561198061663176,2,16,391540,1
20738,weMAD,1,2013,730,1
20739,wwere,2,2014,237930,1
20740,Wertizl,2,2013,570,1
20743,spudkins,2,2014,620,1
20746,AUFC,2,3,377160,1
20748,76561198036077253,2,9,104900,0
20751,autisticoranges,1,2015,218620,1
20753,76561198013261893,1,2013,8930,1
20754,76561198087438032,2,2014,248570,1
20756,wheebs,2,2013,206190,1
20757,SlapMyAssAndCallMeSusan,2,2013,224960,1
20758,whiplash_J,0,2013,4000,1
20762,TheWhipster,2,2013,102500,1
20765,76561198043226578,2,2014,232430,1
20771,0136849195,2,1,322170,1
20772,grimnixilis,2,2014,10150,1
20776,kyslolxd,1,2015,730,1
20777,76561198058188878,2,2013,239350,1
20778,76561197972718483,2,2015,261570,1
20780,76561198029443761,2,2014,570,1
20782,10936543792,2,2014,301520,1
20784,Why_Not_Zoidberg,0,2015,209650,0
20787,76561198091447998,2,2015,250900,1
20789,76561197965668941,2,2013,630,1
20790,wicky46,1,2014,265930,1
20791,curryguts,0,2015,218620,1
20792,youareTERRIBLE,1,2015,214870,1
20797,76561198042997251,2,2015,271590,1
20798,76561198045983131,2,2013,224600,1
20799,76561198072351366,1,2015,440,1
20800,RoyalRenegade,1,27,211420,1
20801,wilham7,2,2012,440,1
20802,william079,2,2015,221100,1
20803,PBCharlie,2,2015,730,1
20804,76561198083615276,0,2014,207610,1
20808,WillZENex,2,2015,730,1
20809,wilsonufs,2,5,498240,0
20810,76561198070207487,1,2014,226700,1
20811,76561198075385395,1,16,370240,0
20812,tog02,0,2014,233270,0
20813,dothed4nnydance,1,2015,32430,0
20817,bradkickass1000,2,2015,211780,1
20818,76561198072830152,2,2014,570,1
20822,76561198092384284,2,2015,289950,1
20824,76561198022693314,2,23,227940,1
20825,whycantidraw,2,2014,220200,1
20826,Darkness211,2,2015,218620,0
20830,WTFH555,1,8,252490,1
20833,76561198084875025,0,25,364360,1
20837,76561198030777156,1,2015,256010,0
20838,76561198097749829,1,2013,109400,1
20839,tesreat,1,2015,220,1
20840,76561198069488221,0,2015,208480,0
20841,ReloyJenkins,2,2015,218620,1
20849,Wizardkoer,2,18,730,1
20852,76561198086100927,2,2014,287450,1
20853,76561197971366625,2,2014,244850,1
20854,76561198029997863,0,2015,346010,1
20855,wizzledonker,0,3,319630,1
20856,76561198086326043,2,2014,17520,1
20857,76561198057003548,2,2014,12120,1
20863,Den_Lad,2,2013,211820,1
20864,76561198048055849,2,2014,230410,1
20865,haloelite82,2,25,221100,1
20866,76561198054210948,2,12,292030,1
20867,wolfclawe,2,2014,570,1
20870,76561198058864606,2,6,427520,1
20873,Wolkren,2,2015,105600,1
20874,lifeondelay,2,2015,271590,1
20875,Woluf,2,2015,730,0
20876,wolvau,1,2013,40800,1
20880,WomBatman230,2,2013,206420,1
20881,76561198000628126,2,31,270370,1
20882,Wdsy,0,2015,310790,1
20888,wookieegoldberg,2,2013,225360,0
20891,denkmeames,2,2015,730,1
20892,76561198026735838,1,2014,224600,0
20893,76561198065703266,2,23,216150,1
20894,rusticrobbo,2,16,451840,1
20896,76561198047513395,2,2015,342550,1
20901,carterbegrie,2,2015,730,0
20908,wswanderer81,2,15,429700,1
20910,wtmoe,2,2013,440,1
20911,76561198066846892,1,2014,107410,0
20912,76561198085267385,1,2014,4000,1
20913,76561198067490430,2,11,32800,1
20914,76561197980188639,2,2015,10500,1
20915,guatemalaaa,0,2014,220200,1
20917,yungwarez,0,2013,212680,1
20920,AWoodenCarving,2,2013,440,1
20921,Lightning_Wolf,2,2014,252490,1
20922,76561198059866467,2,2014,49520,1
20923,mozdawg,1,2014,8870,1
20925,SociopathicDestruction,2,28,12100,1
20927,xander_168,1,2014,440,1
20930,76561198136842952,0,5,291480,1
20934,76561198077207405,2,2015,346110,1
20941,iBluz,2,2015,301520,1
20942,habbokid22,2,2013,113200,1
20943,76561198094362866,2,2014,224600,1
20945,76561198062891102,2,13,730,1
20947,Xela666,2,27,33210,1
20948,xenesquatro,2,2014,730,1
20950,76561198055314663,2,2013,224260,1
20955,TheZomyo,0,2014,251570,1
20960,99kk,1,2015,304930,1
20961,TWENNYJUANPIKLETS,2,2013,99900,1
20962,76561198066290766,1,25,730,1
20964,76561198045020988,2,25,232890,1
20965,5343039,2,2015,362890,1
20966,XeroChances,2,5,730,0
20968,Xero_Kasai,1,21,304050,0
20971,xeroer,1,25,480631,0
20974,bawblybooiscommingtoeatyou,2,2015,239820,1
20979,xhog,0,12,275850,0
20982,76561198040340682,0,2014,244870,1
20984,Iassassinatedkennedy,2,2015,222880,1
20985,76561198024559632,2,2014,730,1
20986,MatusPocus,2,2015,22380,1
20993,xJerkensteinx,2,6,373390,1
20994,76561198076474887,2,12,368230,1
20995,76561198110607508,2,2015,620,1
20996,leherplederp,0,2015,244930,0
21005,76561198063928869,2,2014,440,1
21006,xthunder8irdx,2,2014,200210,1
21007,Xtr3m3AU,2,2015,303210,1
21008,76561198013600577,2,2013,233720,1
21012,AncestorSiezzz,2,2014,4000,1
21013,76561198000723558,2,11,413150,1
21014,76561198065785303,2,2014,209160,1
21015,xXPERT_HUNTERx,2,2015,313120,1
21018,76561197986891235,1,2014,208090,1
21019,76561198117057917,1,2015,302830,1
21021,LittleWickle,2,2015,239140,1
21022,76561198088615969,2,31,387990,1
21023,76561198113977933,1,2015,34900,1
21026,76561198099278832,2,2014,201790,1
21029,GoatsGoatsGoatsGoatsGoatsGoats,1,31,225540,1
21030,xxzing,2,2015,570,1
21031,76561198068696167,1,2015,383080,1
21034,76561198061981193,2,2015,248570,1
21035,76561198094106185,1,2014,250600,1
21038,76561198077085269,2,10,570,1
21039,yogidude,2,4,730,1
21040,76561197988840650,2,2013,214950,0
21042,daddyfistmeplease,2,2015,570,1
21043,wermztv,2,19,274940,1
21046,76561198091605281,2,2014,105600,1
21047,Yadelsxo,2,2014,230410,1
21048,76561198081863483,0,2,252950,0
21050,yaknakz,2,2014,49520,1
21051,76561198046042568,2,6,335300,1
21054,76561198044291330,1,12,40800,1
21055,yamaaaaa,0,2014,265930,1
21059,yanz15,2,2013,248820,1
21060,Cybs,2,2014,308420,1
21066,76561198059014191,0,20,304030,1
21069,mcjacob,2,2014,252490,1
21074,amazingcpan,1,2014,301520,1
21078,76561198038998675,0,2014,440,1
21079,yellomit2k,1,2014,226320,1
21084,YellowTanjelo,0,2014,242920,1
21085,76561198063145410,1,2015,401920,1
21086,daxtus,1,2014,400,1
21087,76561198075120679,2,2014,440,1
21088,WTkFox,2,2015,208090,0
21090,patientjuNKY,2,2014,223670,1
21091,76561198040726300,0,2013,10180,0
21094,YODAJACOB,2,2013,34330,1
21095,76561198098040975,2,2015,349480,1
21100,76561198044511328,2,2013,240,1
21101,yokta,2,2014,8930,1
21108,YoloGhost,2,2015,291550,1
21114,76561198058819691,0,2014,105600,1
21115,DHISHANT,2,2015,730,1
21118,_bailey,1,2015,730,1
21120,76561198018469813,2,22,319730,0
21123,--000--,1,2014,1250,1
21124,youagain,2,2014,730,1
21125,76561198051367425,1,23,730,1
21126,napoleoninrags,2,2015,324810,1
21130,76561198082566561,2,20,730,1
21131,76561198072332727,2,2015,386360,1
21132,76561198131296449,1,2,227940,1
21135,76561198078586370,1,2014,48700,1
21137,76561198059865927,2,2015,204880,1
21145,ESHAYDOGS,1,2015,730,1
21146,Blarst,2,2014,630,1
21147,76561198065782495,2,2015,22380,1
21148,76561198090194786,2,8,34900,1
21153,76561198027331790,1,4,426000,1
21158,76561198050558419,2,2015,382490,1
21161,ytrewqwert,2,2015,220200,1
21162,purplecubefruit,0,31,105000,0
21166,xupidah,1,2015,227680,0
21167,RRRRRRoss,1,18,370280,1
21168,yukiist,1,2015,353360,1
21171,yulsuf,0,2014,730,0
21175,swag0swagger,2,2014,730,1
21177,76561198044856249,2,2014,550,1
21181,76561198082199887,2,2,24010,1
21186,Ninjabunny13,1,2015,730,1
21191,76561198045768753,2,29,730,1
21192,76561198089668873,2,2013,230410,1
21193,76561198193227423,2,2015,10680,1
21202,76561198018138686,0,2014,4000,1
21203,76561198068916178,1,7,730,1
21204,maibiglargebuttocks,1,2015,353270,1
21211,76561198069291858,1,10,370100,0
21213,quackw33dsmok3,2,9,315430,1
21216,aaaarrrghhhh,0,2015,232430,0
21217,AnToHero,2,2015,730,1
21218,BigMemeManZombie,2,2014,230410,1
21224,76561198076798503,2,2014,246280,1
21225,z3man12,2,24,304930,1
21226,76561198066776743,2,17,346120,1
21229,76561198078147424,1,2014,24240,1
21232,76561198033992409,2,2014,313730,1
21240,zakbot,2,2015,224540,0
21247,nikco70,2,2014,570,1
21248,76561198050560606,1,2014,301520,0
21249,zanven42,0,28,275850,0
21250,Sabdoor,1,21,218620,1
21257,Zapruda,1,2013,730,1
21259,ZareeFish,2,11,440,1
21260,76561198075193579,2,11,377160,1
21261,76561198065093772,2,2015,440,1
21262,zealix,1,2014,263440,0
21263,Kutosotuk,2,2014,207610,1
21264,ZELR4R,2,25,440,1
21267,ZelvoOffical,1,2013,224260,1
21270,76561198085775287,1,2014,440,1
21271,76561198015450790,2,2014,222880,1
21274,hoarfrostkid,2,2013,550,1
21281,zenzu,2,2014,113200,1
21282,76561197972468339,2,2013,4920,1
21283,76561198075591109,2,2013,242570,1
21284,76561197976404001,2,2014,243870,1
21293,76561198064056486,1,2013,206500,1
21294,76561198069478009,2,2015,730,1
21295,rstrolf,2,2015,18820,1
21300,zeroepix,2,2014,257970,1
21307,zeshirky,2,29,334780,1
21310,Inferno_Panda,2,2014,227680,1
21311,zgeddon,2,2014,570,1
21312,76561198100422868,1,26,221040,1
21315,76561198128997978,2,2015,310380,1
21317,zharques,2,2014,250600,1
21318,hatsunezhenix,2,2015,440,1
21322,76561198082307155,1,18,509060,1
21325,ZieSorX,2,2015,570,1
21326,KNGZigg,2,2015,48240,1
21335,zimbalor,2,2014,319050,1
21337,Zippedthought,0,2015,227700,0
21338,Zodrodo,2,2015,313120,1
21341,zodiac5367,1,2015,440,1
21342,76561197990997704,0,2014,232810,0
21344,76561198064281993,2,2015,730,1
21345,76561198076271617,2,2014,270510,1
21354,zomgieee,2,2011,22370,1
21361,ZONEcold,0,2015,221100,1
21367,MyZan1ty,0,29,311210,1
21374,zoom-the-flash,2,2014,550,1
21375,ZoomZoom0,2,2,391540,1
21377,-Zovix-,1,29,730,1
21378,JyizerHD,2,2014,304930,1
21383,zsharoarkbr,2,2015,280010,1
21385,LtKYS,2,14,730,1
21387,ZukiniMuncher,2,2014,221100,1
21388,zukuta,2,2015,351090,1
21389,zunbae,1,2014,730,1
21390,76561198079341114,2,2015,332800,1
21391,Zychratic,1,2015,243470,1
21394,keemotherapy,2,2015,105600,1
21402,76561198042867998,2,26,268500,1
21404,76561198050724983,0,2013,200210,1
21405,76561198083985268,0,25,275850,0
21406,uselessmirror56,1,2014,290080,0
21409,3423523425433425,2,2015,230410,1
21410,Dankest-Meme,0,23,304930,1
21418,76561198101298586,2,2014,440,1
21422,76561198074603436,2,2014,203160,1
21423,76561198058894990,1,2014,250180,1
21424,SimonCheahYeeFei,2,2013,440,1
21425,Tydirium_762,1,2014,221100,1
21431,EnduringCircle,2,2014,242760,1
21435,Demkriticz,0,2015,301910,1
21436,76561198090486045,0,26,252490,1
21442,76561198049323129,2,2013,219740,1
21446,john117777688888,2,2014,252490,1
21453,76561198048365774,0,6,440,0
21454,aufurnitro,2,2014,213610,1
21456,76561198048701431,2,2015,346110,1
21460,76561198062516378,2,2015,570,1
21461,62245757454,2,7,273350,1
21462,76561198035607780,2,2014,570,1
21463,gaboqse,1,2015,313740,1
21466,dragondrift,2,2015,251570,1
21467,76561198059865237,2,2014,17460,1
21470,76561198084797537,0,16,378370,0
21475,tsunamitad,2,2015,72200,1
21480,76561198028608367,2,2013,211820,1
21481,CaptainFantasy,0,2014,107410,1
21482,76561197988762135,2,2011,7670,1
21484,dragonrage14,2,11,32470,1
21485,thefreak9,0,2015,285900,0
21489,mordredinhafofs,2,2015,304930,1
21491,76561198121764922,2,21,407530,1
21492,Lunafyr,2,2015,237310,1
21493,conordarley1998,2,2014,244850,1
21495,76561198089610857,2,6,374040,1
21497,ciclaspa,2,2014,40800,1
21498,76561198018026822,2,2014,9420,1
21499,76561198071561558,2,2015,304050,1
21500,rainbinealwayscool,2,2015,440,1
21502,dopeywhitefrost,1,2013,4000,1
